Name;NHM_Id;Produktudbyder;Produkt;Risikoniveau;År til pension;ÅOP;Date;Return;Serie;IsBenchmark;
Danica Balance Middel risiko 15 Year;y;Danica Balance;LivsCyklus;Moderat;15;1.06;31-07-2019;0.015700000000000002;Danica Balance Middel risiko 15 Year;False;
PFA Profil Middel 15 Year;y;PFA;LivsCyklus;Moderat;15;0.84;31-07-2019;0.011424952600772587;PFA Profil Middel 15 Year;False;
Nordea Pension Mix Mellem risiko 15 Year;y;Nordea Pension Mix;LivsCyklus;Moderat;15;0.63;31-07-2019;0.012058514689709386;Nordea Pension Mix Mellem risiko 15 Year;False;
Danica Balance Middel risiko 15 Year; benchmark;x;Danica Benchmark;Benchmark;Moderat;15;0.27463000000000004;31-07-2019;0.022718238285778597;Danica Balance Middel risiko 15 Year;True
PFA Profil Middel 15 Year; benchmark;x;PFA Benchmark;Benchmark;Moderat;15;0.27680000000000005;31-07-2019;0.025754889517917903;PFA Profil Middel 15 Year;True
Nordea Pension Mix Mellem risiko 15 Year; benchmark;x;Nordea Benchmark;Benchmark;Moderat;15;0.28251000000000004;31-07-2019;0.024725656225517964;Nordea Pension Mix Mellem risiko 15 Year;True
Danica Balance Middel risiko 15 Year;y;Danica Balance;LivsCyklus;Moderat;15;1.06;31-08-2019;-0.004679502802827251;Danica Balance Middel risiko 15 Year;False;
PFA Profil Middel 15 Year;y;PFA;LivsCyklus;Moderat;15;0.84;31-08-2019;-0.003096672395918376;PFA Profil Middel 15 Year;False;
Nordea Pension Mix Mellem risiko 15 Year;y;Nordea Pension Mix;LivsCyklus;Moderat;15;0.63;31-08-2019;-0.005678113936581615;Nordea Pension Mix Mellem risiko 15 Year;False;
Danica Balance Middel risiko 15 Year; benchmark;x;Danica Benchmark;Benchmark;Moderat;15;0.27463000000000004;31-08-2019;-0.006642760867311118;Danica Balance Middel risiko 15 Year;True
PFA Profil Middel 15 Year; benchmark;x;PFA Benchmark;Benchmark;Moderat;15;0.27680000000000005;31-08-2019;-0.005427969059897398;PFA Profil Middel 15 Year;True
Nordea Pension Mix Mellem risiko 15 Year; benchmark;x;Nordea Benchmark;Benchmark;Moderat;15;0.28251000000000004;31-08-2019;-0.004093785981753094;Nordea Pension Mix Mellem risiko 15 Year;True
Danica Balance Middel risiko 15 Year;y;Danica Balance;LivsCyklus;Moderat;15;1.06;30-09-2019;0.012618211546613134;Danica Balance Middel risiko 15 Year;False;
PFA Profil Middel 15 Year;y;PFA;LivsCyklus;Moderat;15;0.84;30-09-2019;0.009971619325853665;PFA Profil Middel 15 Year;False;
Nordea Pension Mix Mellem risiko 15 Year;y;Nordea Pension Mix;LivsCyklus;Moderat;15;0.63;30-09-2019;0.0176;Nordea Pension Mix Mellem risiko 15 Year;False;
Danica Balance Middel risiko 15 Year; benchmark;x;Danica Benchmark;Benchmark;Moderat;15;0.27463000000000004;30-09-2019;0.01971297520335706;Danica Balance Middel risiko 15 Year;True
PFA Profil Middel 15 Year; benchmark;x;PFA Benchmark;Benchmark;Moderat;15;0.27680000000000005;30-09-2019;0.023910143946591265;PFA Profil Middel 15 Year;True
Nordea Pension Mix Mellem risiko 15 Year; benchmark;x;Nordea Benchmark;Benchmark;Moderat;15;0.28251000000000004;30-09-2019;0.019242166274826243;Nordea Pension Mix Mellem risiko 15 Year;True
Danica Balance Middel risiko 15 Year;y;Danica Balance;LivsCyklus;Moderat;15;1.06;31-10-2019;0.0009414958965066056;Danica Balance Middel risiko 15 Year;False;
PFA Profil Middel 15 Year;y;PFA;LivsCyklus;Moderat;15;0.84;31-10-2019;-0.0006135346894233784;PFA Profil Middel 15 Year;False;
Nordea Pension Mix Mellem risiko 15 Year;y;Nordea Pension Mix;LivsCyklus;Moderat;15;0.63;31-10-2019;0.0084;Nordea Pension Mix Mellem risiko 15 Year;False;
Danica Balance Middel risiko 15 Year; benchmark;x;Danica Benchmark;Benchmark;Moderat;15;0.27463000000000004;31-10-2019;-0.0021024807168534125;Danica Balance Middel risiko 15 Year;True
PFA Profil Middel 15 Year; benchmark;x;PFA Benchmark;Benchmark;Moderat;15;0.27680000000000005;31-10-2019;-0.0009245701802578889;PFA Profil Middel 15 Year;True
Nordea Pension Mix Mellem risiko 15 Year; benchmark;x;Nordea Benchmark;Benchmark;Moderat;15;0.28251000000000004;31-10-2019;-0.0003958977556875787;Nordea Pension Mix Mellem risiko 15 Year;True
Danica Balance Middel risiko 15 Year;y;Danica Balance;LivsCyklus;Moderat;15;1.06;30-11-2019;0.021682665508746313;Danica Balance Middel risiko 15 Year;False;
PFA Profil Middel 15 Year;y;PFA;LivsCyklus;Moderat;15;0.84;30-11-2019;0.018521663340124395;PFA Profil Middel 15 Year;False;
Nordea Pension Mix Mellem risiko 15 Year;y;Nordea Pension Mix;LivsCyklus;Moderat;15;0.63;30-11-2019;0.022970160337552673;Nordea Pension Mix Mellem risiko 15 Year;False;
Danica Balance Middel risiko 15 Year; benchmark;x;Danica Benchmark;Benchmark;Moderat;15;0.27463000000000004;30-11-2019;0.02473841187240723;Danica Balance Middel risiko 15 Year;True
PFA Profil Middel 15 Year; benchmark;x;PFA Benchmark;Benchmark;Moderat;15;0.27680000000000005;30-11-2019;0.02810964373451348;PFA Profil Middel 15 Year;True
Nordea Pension Mix Mellem risiko 15 Year; benchmark;x;Nordea Benchmark;Benchmark;Moderat;15;0.28251000000000004;30-11-2019;0.027130529622999465;Nordea Pension Mix Mellem risiko 15 Year;True
Danica Balance Middel risiko 15 Year;y;Danica Balance;LivsCyklus;Moderat;15;1.06;31-12-2019;0.010270680885650973;Danica Balance Middel risiko 15 Year;False;
PFA Profil Middel 15 Year;y;PFA;LivsCyklus;Moderat;15;0.84;31-12-2019;0.017579209128878226;PFA Profil Middel 15 Year;False;
Nordea Pension Mix Mellem risiko 15 Year;y;Nordea Pension Mix;LivsCyklus;Moderat;15;0.63;31-12-2019;0.007612;Nordea Pension Mix Mellem risiko 15 Year;False;
Danica Balance Middel risiko 15 Year; benchmark;x;Danica Benchmark;Benchmark;Moderat;15;0.27463000000000004;31-12-2019;0.01647822548861212;Danica Balance Middel risiko 15 Year;True
PFA Profil Middel 15 Year; benchmark;x;PFA Benchmark;Benchmark;Moderat;15;0.27680000000000005;31-12-2019;0.016816672425209046;PFA Profil Middel 15 Year;True
Nordea Pension Mix Mellem risiko 15 Year; benchmark;x;Nordea Benchmark;Benchmark;Moderat;15;0.28251000000000004;31-12-2019;0.015454050668457574;Nordea Pension Mix Mellem risiko 15 Year;True
Danica Balance Middel risiko 15 Year;y;Danica Balance;LivsCyklus;Moderat;15;1.06;31-01-2020;0.0003557839282226638;Danica Balance Middel risiko 15 Year;False;
PFA Profil Middel 15 Year;y;PFA;LivsCyklus;Moderat;15;0.84;31-01-2020;0.009963828720561008;PFA Profil Middel 15 Year;False;
Nordea Pension Mix Mellem risiko 15 Year;y;Nordea Pension Mix;LivsCyklus;Moderat;15;0.63;31-01-2020;0.004068468885673024;Nordea Pension Mix Mellem risiko 15 Year;False;
Danica Balance Middel risiko 15 Year; benchmark;x;Danica Benchmark;Benchmark;Moderat;15;0.27463000000000004;31-01-2020;0.0058578416789722455;Danica Balance Middel risiko 15 Year;True
PFA Profil Middel 15 Year; benchmark;x;PFA Benchmark;Benchmark;Moderat;15;0.27680000000000005;31-01-2020;0.006601857179112947;PFA Profil Middel 15 Year;True
Nordea Pension Mix Mellem risiko 15 Year; benchmark;x;Nordea Benchmark;Benchmark;Moderat;15;0.28251000000000004;31-01-2020;0.005649829703559246;Nordea Pension Mix Mellem risiko 15 Year;True
Danica Balance Middel risiko 15 Year;y;Danica Balance;LivsCyklus;Moderat;15;1.06;29-02-2020;-0.03708914565121402;Danica Balance Middel risiko 15 Year;False;
PFA Profil Middel 15 Year;y;PFA;LivsCyklus;Moderat;15;0.84;29-02-2020;-0.04035660387913409;PFA Profil Middel 15 Year;False;
Nordea Pension Mix Mellem risiko 15 Year;y;Nordea Pension Mix;LivsCyklus;Moderat;15;0.63;29-02-2020;-0.035962655147588216;Nordea Pension Mix Mellem risiko 15 Year;False;
Danica Balance Middel risiko 15 Year; benchmark;x;Danica Benchmark;Benchmark;Moderat;15;0.27463000000000004;29-02-2020;-0.055306569445921765;Danica Balance Middel risiko 15 Year;True
PFA Profil Middel 15 Year; benchmark;x;PFA Benchmark;Benchmark;Moderat;15;0.27680000000000005;29-02-2020;-0.06075262484989565;PFA Profil Middel 15 Year;True
Nordea Pension Mix Mellem risiko 15 Year; benchmark;x;Nordea Benchmark;Benchmark;Moderat;15;0.28251000000000004;29-02-2020;-0.04849204209705364;Nordea Pension Mix Mellem risiko 15 Year;True
Danica Balance Middel risiko 15 Year;y;Danica Balance;LivsCyklus;Moderat;15;1.06;31-03-2020;-0.09874623384196714;Danica Balance Middel risiko 15 Year;False;
PFA Profil Middel 15 Year;y;PFA;LivsCyklus;Moderat;15;0.84;31-03-2020;-0.09997615237298507;PFA Profil Middel 15 Year;False;
Nordea Pension Mix Mellem risiko 15 Year;y;Nordea Pension Mix;LivsCyklus;Moderat;15;0.63;31-03-2020;-0.06458855372400751;Nordea Pension Mix Mellem risiko 15 Year;False;
Danica Balance Middel risiko 15 Year; benchmark;x;Danica Benchmark;Benchmark;Moderat;15;0.27463000000000004;31-03-2020;-0.1208099813354992;Danica Balance Middel risiko 15 Year;True
PFA Profil Middel 15 Year; benchmark;x;PFA Benchmark;Benchmark;Moderat;15;0.27680000000000005;31-03-2020;-0.1287686279942697;PFA Profil Middel 15 Year;True
Nordea Pension Mix Mellem risiko 15 Year; benchmark;x;Nordea Benchmark;Benchmark;Moderat;15;0.28251000000000004;31-03-2020;-0.11019994050483393;Nordea Pension Mix Mellem risiko 15 Year;True
Danica Balance Middel risiko 15 Year;y;Danica Balance;LivsCyklus;Moderat;15;1.06;30-04-2020;0.06611692816766901;Danica Balance Middel risiko 15 Year;False;
PFA Profil Middel 15 Year;y;PFA;LivsCyklus;Moderat;15;0.84;30-04-2020;0.057636745998630445;PFA Profil Middel 15 Year;False;
Nordea Pension Mix Mellem risiko 15 Year;y;Nordea Pension Mix;LivsCyklus;Moderat;15;0.63;30-04-2020;0.04501826267623043;Nordea Pension Mix Mellem risiko 15 Year;False;
Danica Balance Middel risiko 15 Year; benchmark;x;Danica Benchmark;Benchmark;Moderat;15;0.27463000000000004;30-04-2020;0.0692547370514442;Danica Balance Middel risiko 15 Year;True
PFA Profil Middel 15 Year; benchmark;x;PFA Benchmark;Benchmark;Moderat;15;0.27680000000000005;30-04-2020;0.07290287902837206;PFA Profil Middel 15 Year;True
Nordea Pension Mix Mellem risiko 15 Year; benchmark;x;Nordea Benchmark;Benchmark;Moderat;15;0.28251000000000004;30-04-2020;0.06104476002381851;Nordea Pension Mix Mellem risiko 15 Year;True
Danica Balance Middel risiko 15 Year;y;Danica Balance;LivsCyklus;Moderat;15;1.06;31-05-2020;0.02600989392140507;Danica Balance Middel risiko 15 Year;False;
PFA Profil Middel 15 Year;y;PFA;LivsCyklus;Moderat;15;0.84;31-05-2020;0.02349519346401041;PFA Profil Middel 15 Year;False;
Nordea Pension Mix Mellem risiko 15 Year;y;Nordea Pension Mix;LivsCyklus;Moderat;15;0.63;31-05-2020;0.02197517404129804;Nordea Pension Mix Mellem risiko 15 Year;False;
Danica Balance Middel risiko 15 Year; benchmark;x;Danica Benchmark;Benchmark;Moderat;15;0.27463000000000004;31-05-2020;0.0216398527725823;Danica Balance Middel risiko 15 Year;True
PFA Profil Middel 15 Year; benchmark;x;PFA Benchmark;Benchmark;Moderat;15;0.27680000000000005;31-05-2020;0.021509636521743772;PFA Profil Middel 15 Year;True
Nordea Pension Mix Mellem risiko 15 Year; benchmark;x;Nordea Benchmark;Benchmark;Moderat;15;0.28251000000000004;31-05-2020;0.016991660253873025;Nordea Pension Mix Mellem risiko 15 Year;True
Danica Balance Middel risiko 15 Year;y;Danica Balance;LivsCyklus;Moderat;15;1.06;30-06-2020;0.014456987789343234;Danica Balance Middel risiko 15 Year;False;
PFA Profil Middel 15 Year;y;PFA;LivsCyklus;Moderat;15;0.84;30-06-2020;0.010565299944541362;PFA Profil Middel 15 Year;False;
Nordea Pension Mix Mellem risiko 15 Year;y;Nordea Pension Mix;LivsCyklus;Moderat;15;0.63;30-06-2020;0.011826339001658782;Nordea Pension Mix Mellem risiko 15 Year;False;
Danica Balance Middel risiko 15 Year; benchmark;x;Danica Benchmark;Benchmark;Moderat;15;0.27463000000000004;30-06-2020;0.018754792862331556;Danica Balance Middel risiko 15 Year;True
PFA Profil Middel 15 Year; benchmark;x;PFA Benchmark;Benchmark;Moderat;15;0.27680000000000005;30-06-2020;0.018516945915456415;PFA Profil Middel 15 Year;True
Nordea Pension Mix Mellem risiko 15 Year; benchmark;x;Nordea Benchmark;Benchmark;Moderat;15;0.28251000000000004;30-06-2020;0.017728674803680726;Nordea Pension Mix Mellem risiko 15 Year;True
Danica Balance Middel risiko 15 Year;y;Danica Balance;LivsCyklus;Moderat;15;1.06;31-07-2020;0.01844680893280115;Danica Balance Middel risiko 15 Year;False;
PFA Profil Middel 15 Year;y;PFA;LivsCyklus;Moderat;15;0.84;31-07-2020;0.020215112750130437;PFA Profil Middel 15 Year;False;
Nordea Pension Mix Mellem risiko 15 Year;y;Nordea Pension Mix;LivsCyklus;Moderat;15;0.63;31-07-2020;0.004016657227840663;Nordea Pension Mix Mellem risiko 15 Year;False;
Danica Balance Middel risiko 15 Year; benchmark;x;Danica Benchmark;Benchmark;Moderat;15;0.27463000000000004;31-07-2020;0.002919231653369155;Danica Balance Middel risiko 15 Year;True
PFA Profil Middel 15 Year; benchmark;x;PFA Benchmark;Benchmark;Moderat;15;0.27680000000000005;31-07-2020;0.0010688916630840748;PFA Profil Middel 15 Year;True
Nordea Pension Mix Mellem risiko 15 Year; benchmark;x;Nordea Benchmark;Benchmark;Moderat;15;0.28251000000000004;31-07-2020;0.004067026117144597;Nordea Pension Mix Mellem risiko 15 Year;True
Danica Balance Middel risiko 15 Year;y;Danica Balance;LivsCyklus;Moderat;15;1.06;31-08-2020;0.02836529661100151;Danica Balance Middel risiko 15 Year;False;
PFA Profil Middel 15 Year;y;PFA;LivsCyklus;Moderat;15;0.84;31-08-2020;0.019723987396790266;PFA Profil Middel 15 Year;False;
Nordea Pension Mix Mellem risiko 15 Year;y;Nordea Pension Mix;LivsCyklus;Moderat;15;0.63;31-08-2020;0.024199755343539606;Nordea Pension Mix Mellem risiko 15 Year;False;
Danica Balance Middel risiko 15 Year; benchmark;x;Danica Benchmark;Benchmark;Moderat;15;0.27463000000000004;31-08-2020;0.03239254105280496;Danica Balance Middel risiko 15 Year;True
PFA Profil Middel 15 Year; benchmark;x;PFA Benchmark;Benchmark;Moderat;15;0.27680000000000005;31-08-2020;0.03302559234665452;PFA Profil Middel 15 Year;True
Nordea Pension Mix Mellem risiko 15 Year; benchmark;x;Nordea Benchmark;Benchmark;Moderat;15;0.28251000000000004;31-08-2020;0.030703407792265092;Nordea Pension Mix Mellem risiko 15 Year;True
Danica Balance Middel risiko 15 Year;y;Danica Balance;LivsCyklus;Moderat;15;1.06;30-09-2020;-0.0032222700827000406;Danica Balance Middel risiko 15 Year;False;
PFA Profil Middel 15 Year;y;PFA;LivsCyklus;Moderat;15;0.84;30-09-2020;-0.0035511793758521426;PFA Profil Middel 15 Year;False;
Nordea Pension Mix Mellem risiko 15 Year;y;Nordea Pension Mix;LivsCyklus;Moderat;15;0.63;30-09-2020;-0.005358724720710393;Nordea Pension Mix Mellem risiko 15 Year;False;
Danica Balance Middel risiko 15 Year; benchmark;x;Danica Benchmark;Benchmark;Moderat;15;0.27463000000000004;30-09-2020;-0.00562019473223539;Danica Balance Middel risiko 15 Year;True
PFA Profil Middel 15 Year; benchmark;x;PFA Benchmark;Benchmark;Moderat;15;0.27680000000000005;30-09-2020;-0.005834998319179916;PFA Profil Middel 15 Year;True
Nordea Pension Mix Mellem risiko 15 Year; benchmark;x;Nordea Benchmark;Benchmark;Moderat;15;0.28251000000000004;30-09-2020;-0.004087766502755396;Nordea Pension Mix Mellem risiko 15 Year;True
Danica Balance Middel risiko 15 Year;y;Danica Balance;LivsCyklus;Moderat;15;1.06;31-10-2020;-0.004846242886086927;Danica Balance Middel risiko 15 Year;False;
PFA Profil Middel 15 Year;y;PFA;LivsCyklus;Moderat;15;0.84;31-10-2020;-0.011153792956959285;PFA Profil Middel 15 Year;False;
Nordea Pension Mix Mellem risiko 15 Year;y;Nordea Pension Mix;LivsCyklus;Moderat;15;0.63;31-10-2020;-0.012855153535353492;Nordea Pension Mix Mellem risiko 15 Year;False;
Danica Balance Middel risiko 15 Year; benchmark;x;Danica Benchmark;Benchmark;Moderat;15;0.27463000000000004;31-10-2020;-0.016827656852221488;Danica Balance Middel risiko 15 Year;True
PFA Profil Middel 15 Year; benchmark;x;PFA Benchmark;Benchmark;Moderat;15;0.27680000000000005;31-10-2020;-0.018658786695945194;PFA Profil Middel 15 Year;True
Nordea Pension Mix Mellem risiko 15 Year; benchmark;x;Nordea Benchmark;Benchmark;Moderat;15;0.28251000000000004;31-10-2020;-0.015905050303087722;Nordea Pension Mix Mellem risiko 15 Year;True
Danica Balance Middel risiko 15 Year;y;Danica Balance;LivsCyklus;Moderat;15;1.06;30-11-2020;0.055011618048886435;Danica Balance Middel risiko 15 Year;False;
PFA Profil Middel 15 Year;y;PFA;LivsCyklus;Moderat;15;0.84;30-11-2020;0.06354640873179851;PFA Profil Middel 15 Year;False;
Nordea Pension Mix Mellem risiko 15 Year;y;Nordea Pension Mix;LivsCyklus;Moderat;15;0.63;30-11-2020;0.05812192601291839;Nordea Pension Mix Mellem risiko 15 Year;False;
Danica Balance Middel risiko 15 Year; benchmark;x;Danica Benchmark;Benchmark;Moderat;15;0.27463000000000004;30-11-2020;0.0739995799651083;Danica Balance Middel risiko 15 Year;True
PFA Profil Middel 15 Year; benchmark;x;PFA Benchmark;Benchmark;Moderat;15;0.27680000000000005;30-11-2020;0.08115759409553096;PFA Profil Middel 15 Year;True
Nordea Pension Mix Mellem risiko 15 Year; benchmark;x;Nordea Benchmark;Benchmark;Moderat;15;0.28251000000000004;30-11-2020;0.0654769288846634;Nordea Pension Mix Mellem risiko 15 Year;True
Danica Balance Middel risiko 15 Year;y;Danica Balance;LivsCyklus;Moderat;15;1.06;31-12-2020;0.02759050347605152;Danica Balance Middel risiko 15 Year;False;
PFA Profil Middel 15 Year;y;PFA;LivsCyklus;Moderat;15;0.84;31-12-2020;0.012929481596836823;PFA Profil Middel 15 Year;False;
Nordea Pension Mix Mellem risiko 15 Year;y;Nordea Pension Mix;LivsCyklus;Moderat;15;0.63;31-12-2020;0.013244231608922647;Nordea Pension Mix Mellem risiko 15 Year;False;
Danica Balance Middel risiko 15 Year; benchmark;x;Danica Benchmark;Benchmark;Moderat;15;0.27463000000000004;31-12-2020;0.016379845522937444;Danica Balance Middel risiko 15 Year;True
PFA Profil Middel 15 Year; benchmark;x;PFA Benchmark;Benchmark;Moderat;15;0.27680000000000005;31-12-2020;0.017936435684950246;PFA Profil Middel 15 Year;True
Nordea Pension Mix Mellem risiko 15 Year; benchmark;x;Nordea Benchmark;Benchmark;Moderat;15;0.28251000000000004;31-12-2020;0.01455638292318593;Nordea Pension Mix Mellem risiko 15 Year;True
Danica Balance Middel risiko 15 Year;y;Danica Balance;LivsCyklus;Moderat;15;1.06;31-01-2021;-0.004179838211890274;Danica Balance Middel risiko 15 Year;False;
PFA Profil Middel 15 Year;y;PFA;LivsCyklus;Moderat;15;0.84;31-01-2021;-0.007793746018533998;PFA Profil Middel 15 Year;False;
Nordea Pension Mix Mellem risiko 15 Year;y;Nordea Pension Mix;LivsCyklus;Moderat;15;0.63;31-01-2021;-0.007128985797159405;Nordea Pension Mix Mellem risiko 15 Year;False;
Danica Balance Middel risiko 15 Year; benchmark;x;Danica Benchmark;Benchmark;Moderat;15;0.27463000000000004;31-01-2021;0.0007360168132452414;Danica Balance Middel risiko 15 Year;True
PFA Profil Middel 15 Year; benchmark;x;PFA Benchmark;Benchmark;Moderat;15;0.27680000000000005;31-01-2021;0.0011143534148824951;PFA Profil Middel 15 Year;True
Nordea Pension Mix Mellem risiko 15 Year; benchmark;x;Nordea Benchmark;Benchmark;Moderat;15;0.28251000000000004;31-01-2021;-0.0005888502285505276;Nordea Pension Mix Mellem risiko 15 Year;True
Danica Balance Middel risiko 15 Year;y;Danica Balance;LivsCyklus;Moderat;15;1.06;28-02-2021;0.006088643165693686;Danica Balance Middel risiko 15 Year;False;
PFA Profil Middel 15 Year;y;PFA;LivsCyklus;Moderat;15;0.84;28-02-2021;0.009723264005168764;PFA Profil Middel 15 Year;False;
Nordea Pension Mix Mellem risiko 15 Year;y;Nordea Pension Mix;LivsCyklus;Moderat;15;0.63;28-02-2021;0.019783574840228656;Nordea Pension Mix Mellem risiko 15 Year;False;
Danica Balance Middel risiko 15 Year; benchmark;x;Danica Benchmark;Benchmark;Moderat;15;0.27463000000000004;28-02-2021;0.01036556057051718;Danica Balance Middel risiko 15 Year;True
PFA Profil Middel 15 Year; benchmark;x;PFA Benchmark;Benchmark;Moderat;15;0.27680000000000005;28-02-2021;0.016539098715397132;PFA Profil Middel 15 Year;True
Nordea Pension Mix Mellem risiko 15 Year; benchmark;x;Nordea Benchmark;Benchmark;Moderat;15;0.28251000000000004;28-02-2021;0.004341784088259289;Nordea Pension Mix Mellem risiko 15 Year;True
Danica Balance Middel risiko 15 Year;y;Danica Balance;LivsCyklus;Moderat;15;1.06;31-03-2021;0.030271713387589827;Danica Balance Middel risiko 15 Year;False;
PFA Profil Middel 15 Year;y;PFA;LivsCyklus;Moderat;15;0.84;31-03-2021;0.0396733953878039;PFA Profil Middel 15 Year;False;
Nordea Pension Mix Mellem risiko 15 Year;y;Nordea Pension Mix;LivsCyklus;Moderat;15;0.63;31-03-2021;0.05007101356754279;Nordea Pension Mix Mellem risiko 15 Year;False;
Danica Balance Middel risiko 15 Year; benchmark;x;Danica Benchmark;Benchmark;Moderat;15;0.27463000000000004;31-03-2021;0.038655079966935915;Danica Balance Middel risiko 15 Year;True
PFA Profil Middel 15 Year; benchmark;x;PFA Benchmark;Benchmark;Moderat;15;0.27680000000000005;31-03-2021;0.04533003383892229;PFA Profil Middel 15 Year;True
Nordea Pension Mix Mellem risiko 15 Year; benchmark;x;Nordea Benchmark;Benchmark;Moderat;15;0.28251000000000004;31-03-2021;0.03276727023175773;Nordea Pension Mix Mellem risiko 15 Year;True
Danica Balance Middel risiko 15 Year;y;Danica Balance;LivsCyklus;Moderat;15;1.06;30-04-2021;0.01508818858145955;Danica Balance Middel risiko 15 Year;False;
PFA Profil Middel 15 Year;y;PFA;LivsCyklus;Moderat;15;0.84;30-04-2021;0.018366861167864235;PFA Profil Middel 15 Year;False;
Nordea Pension Mix Mellem risiko 15 Year;y;Nordea Pension Mix;LivsCyklus;Moderat;15;0.63;30-04-2021;0.012296613048577255;Nordea Pension Mix Mellem risiko 15 Year;False;
Danica Balance Middel risiko 15 Year; benchmark;x;Danica Benchmark;Benchmark;Moderat;15;0.27463000000000004;30-04-2021;0.014813018209402293;Danica Balance Middel risiko 15 Year;True
PFA Profil Middel 15 Year; benchmark;x;PFA Benchmark;Benchmark;Moderat;15;0.27680000000000005;30-04-2021;0.02039006329975285;PFA Profil Middel 15 Year;True
Nordea Pension Mix Mellem risiko 15 Year; benchmark;x;Nordea Benchmark;Benchmark;Moderat;15;0.28251000000000004;30-04-2021;0.011697513003291799;Nordea Pension Mix Mellem risiko 15 Year;True
Danica Balance Middel risiko 15 Year;y;Danica Balance;LivsCyklus;Moderat;15;1.06;31-05-2021;0.001482274467822231;Danica Balance Middel risiko 15 Year;False;
PFA Profil Middel 15 Year;y;PFA;LivsCyklus;Moderat;15;0.84;31-05-2021;0.009593181502064452;PFA Profil Middel 15 Year;False;
Nordea Pension Mix Mellem risiko 15 Year;y;Nordea Pension Mix;LivsCyklus;Moderat;15;0.63;31-05-2021;0.004773286635048024;Nordea Pension Mix Mellem risiko 15 Year;False;
Danica Balance Middel risiko 15 Year; benchmark;x;Danica Benchmark;Benchmark;Moderat;15;0.27463000000000004;31-05-2021;-6,39E+10;Danica Balance Middel risiko 15 Year;True
PFA Profil Middel 15 Year; benchmark;x;PFA Benchmark;Benchmark;Moderat;15;0.27680000000000005;31-05-2021;0.0014588383446052444;PFA Profil Middel 15 Year;True
Nordea Pension Mix Mellem risiko 15 Year; benchmark;x;Nordea Benchmark;Benchmark;Moderat;15;0.28251000000000004;31-05-2021;-8,66E+09;Nordea Pension Mix Mellem risiko 15 Year;True
Danica Balance Middel risiko 15 Year;y;Danica Balance;LivsCyklus;Moderat;15;1.06;30-06-2021;0.028818320881311754;Danica Balance Middel risiko 15 Year;False;
PFA Profil Middel 15 Year;y;PFA;LivsCyklus;Moderat;15;0.84;30-06-2021;0.015123728065509656;PFA Profil Middel 15 Year;False;
Nordea Pension Mix Mellem risiko 15 Year;y;Nordea Pension Mix;LivsCyklus;Moderat;15;0.63;30-06-2021;0.017884048338368538;Nordea Pension Mix Mellem risiko 15 Year;False;
Danica Balance Middel risiko 15 Year; benchmark;x;Danica Benchmark;Benchmark;Moderat;15;0.27463000000000004;30-06-2021;0.02919960349297952;Danica Balance Middel risiko 15 Year;True
PFA Profil Middel 15 Year; benchmark;x;PFA Benchmark;Benchmark;Moderat;15;0.27680000000000005;30-06-2021;0.032262815788795474;PFA Profil Middel 15 Year;True
Nordea Pension Mix Mellem risiko 15 Year; benchmark;x;Nordea Benchmark;Benchmark;Moderat;15;0.28251000000000004;30-06-2021;0.025688384963510856;Nordea Pension Mix Mellem risiko 15 Year;True
Danica Balance Middel risiko 15 Year;y;Danica Balance;LivsCyklus;Moderat;15;1.06;31-07-2021;0.013915195808428704;Danica Balance Middel risiko 15 Year;False;
PFA Profil Middel 15 Year;y;PFA;LivsCyklus;Moderat;15;0.84;31-07-2021;0.008124369596296699;PFA Profil Middel 15 Year;False;
Nordea Pension Mix Mellem risiko 15 Year;y;Nordea Pension Mix;LivsCyklus;Moderat;15;0.63;31-07-2021;0.00854635816314491;Nordea Pension Mix Mellem risiko 15 Year;False;
Danica Balance Middel risiko 15 Year; benchmark;x;Danica Benchmark;Benchmark;Moderat;15;0.27463000000000004;31-07-2021;0.016562889269968933;Danica Balance Middel risiko 15 Year;True
PFA Profil Middel 15 Year; benchmark;x;PFA Benchmark;Benchmark;Moderat;15;0.27680000000000005;31-07-2021;0.020577812773397305;PFA Profil Middel 15 Year;True
Nordea Pension Mix Mellem risiko 15 Year; benchmark;x;Nordea Benchmark;Benchmark;Moderat;15;0.28251000000000004;31-07-2021;0.017143992269911593;Nordea Pension Mix Mellem risiko 15 Year;True
Danica Balance Middel risiko 15 Year;y;Danica Balance;LivsCyklus;Moderat;15;1.06;31-08-2021;0.019720627217564735;Danica Balance Middel risiko 15 Year;False;
PFA Profil Middel 15 Year;y;PFA;LivsCyklus;Moderat;15;0.84;31-08-2021;0.01886179271395494;PFA Profil Middel 15 Year;False;
Nordea Pension Mix Mellem risiko 15 Year;y;Nordea Pension Mix;LivsCyklus;Moderat;15;0.63;31-08-2021;0.0150598258433524;Nordea Pension Mix Mellem risiko 15 Year;False;
Danica Balance Middel risiko 15 Year; benchmark;x;Danica Benchmark;Benchmark;Moderat;15;0.27463000000000004;31-08-2021;0.017014312523473296;Danica Balance Middel risiko 15 Year;True
PFA Profil Middel 15 Year; benchmark;x;PFA Benchmark;Benchmark;Moderat;15;0.27680000000000005;31-08-2021;0.01952563272382061;PFA Profil Middel 15 Year;True
