Name;NHM_Id;Produktudbyder;Produkt;Risikoniveau;År til pension;ÅOP;Date;Return;Serie;IsBenchmark;
Danica Balance Middel risiko 15 Year;y;Danica Balance;LivsCyklus;Moderat;15;1.06;31-03-2015;0.013343459848226269;Danica Balance Middel risiko 15 Year;False;
PFA Profil Middel 15 Year;y;PFA;LivsCyklus;Moderat;15;0.84;31-03-2015;0.0170996;PFA Profil Middel 15 Year;False;
Danica Balance Middel risiko 15 Year;y;Danica Balance;LivsCyklus;Moderat;15;1.06;30-04-2015;-0.0008779280567300374;Danica Balance Middel risiko 15 Year;False;
PFA Profil Middel 15 Year;y;PFA;LivsCyklus;Moderat;15;0.84;30-04-2015;-0.0017098;PFA Profil Middel 15 Year;False;
Danica Balance Middel risiko 15 Year;y;Danica Balance;LivsCyklus;Moderat;15;1.06;31-05-2015;0.0035304874971249234;Danica Balance Middel risiko 15 Year;False;
PFA Profil Middel 15 Year;y;PFA;LivsCyklus;Moderat;15;0.84;31-05-2015;0.006670199999999999;PFA Profil Middel 15 Year;False;
Danica Balance Middel risiko 15 Year;y;Danica Balance;LivsCyklus;Moderat;15;1.06;30-06-2015;-0.02385942023774834;Danica Balance Middel risiko 15 Year;False;
PFA Profil Middel 15 Year;y;PFA;LivsCyklus;Moderat;15;0.84;30-06-2015;-0.0199584;PFA Profil Middel 15 Year;False;
Danica Balance Middel risiko 15 Year;y;Danica Balance;LivsCyklus;Moderat;15;1.06;31-07-2015;0.014057491806293232;Danica Balance Middel risiko 15 Year;False;
PFA Profil Middel 15 Year;y;PFA;LivsCyklus;Moderat;15;0.84;31-07-2015;0.0166493;PFA Profil Middel 15 Year;False;
Danica Balance Middel risiko 15 Year;y;Danica Balance;LivsCyklus;Moderat;15;1.06;31-08-2015;-0.033776199934521856;Danica Balance Middel risiko 15 Year;False;
PFA Profil Middel 15 Year;y;PFA;LivsCyklus;Moderat;15;0.84;31-08-2015;-0.034254099999999996;PFA Profil Middel 15 Year;False;
Danica Balance Middel risiko 15 Year;y;Danica Balance;LivsCyklus;Moderat;15;1.06;30-09-2015;-0.015489268921413446;Danica Balance Middel risiko 15 Year;False;
PFA Profil Middel 15 Year;y;PFA;LivsCyklus;Moderat;15;0.84;30-09-2015;-0.0120691;PFA Profil Middel 15 Year;False;
Danica Balance Middel risiko 15 Year;y;Danica Balance;LivsCyklus;Moderat;15;1.06;31-10-2015;0.03661178480477956;Danica Balance Middel risiko 15 Year;False;
PFA Profil Middel 15 Year;y;PFA;LivsCyklus;Moderat;15;0.84;31-10-2015;0.0319606;PFA Profil Middel 15 Year;False;
Danica Balance Middel risiko 15 Year;y;Danica Balance;LivsCyklus;Moderat;15;1.06;30-11-2015;0.014514105589467308;Danica Balance Middel risiko 15 Year;False;
PFA Profil Middel 15 Year;y;PFA;LivsCyklus;Moderat;15;0.84;30-11-2015;0.0192214;PFA Profil Middel 15 Year;False;
Danica Balance Middel risiko 15 Year;y;Danica Balance;LivsCyklus;Moderat;15;1.06;31-12-2015;-0.018071755170404935;Danica Balance Middel risiko 15 Year;False;
PFA Profil Middel 15 Year;y;PFA;LivsCyklus;Moderat;15;0.84;31-12-2015;-0.0164352;PFA Profil Middel 15 Year;False;
Danica Balance Middel risiko 15 Year;y;Danica Balance;LivsCyklus;Moderat;15;1.06;31-01-2016;-0.01914313159061365;Danica Balance Middel risiko 15 Year;False;
PFA Profil Middel 15 Year;y;PFA;LivsCyklus;Moderat;15;0.84;31-01-2016;-0.0178041;PFA Profil Middel 15 Year;False;
Nordea Pension Mix Mellem risiko 15 Year;y;Nordea Pension Mix;LivsCyklus;Moderat;15;0.63;31-01-2016;-0.03080019999999998;Nordea Pension Mix Mellem risiko 15 Year;False;
Danica Balance Middel risiko 15 Year;y;Danica Balance;LivsCyklus;Moderat;15;1.06;29-02-2016;-0.0037496926900020267;Danica Balance Middel risiko 15 Year;False;
PFA Profil Middel 15 Year;y;PFA;LivsCyklus;Moderat;15;0.84;29-02-2016;-0.0068938;PFA Profil Middel 15 Year;False;
Nordea Pension Mix Mellem risiko 15 Year;y;Nordea Pension Mix;LivsCyklus;Moderat;15;0.63;29-02-2016;-0.008647976093489156;Nordea Pension Mix Mellem risiko 15 Year;False;
Danica Balance Middel risiko 15 Year;y;Danica Balance;LivsCyklus;Moderat;15;1.06;31-03-2016;0.02134879994220884;Danica Balance Middel risiko 15 Year;False;
PFA Profil Middel 15 Year;y;PFA;LivsCyklus;Moderat;15;0.84;31-03-2016;0.0212759;PFA Profil Middel 15 Year;False;
Nordea Pension Mix Mellem risiko 15 Year;y;Nordea Pension Mix;LivsCyklus;Moderat;15;0.63;31-03-2016;0.005277086912850832;Nordea Pension Mix Mellem risiko 15 Year;False;
Danica Balance Middel risiko 15 Year;y;Danica Balance;LivsCyklus;Moderat;15;1.06;30-04-2016;0.00428925266526492;Danica Balance Middel risiko 15 Year;False;
PFA Profil Middel 15 Year;y;PFA;LivsCyklus;Moderat;15;0.84;30-04-2016;0.005892199999999999;PFA Profil Middel 15 Year;False;
Nordea Pension Mix Mellem risiko 15 Year;y;Nordea Pension Mix;LivsCyklus;Moderat;15;0.63;30-04-2016;0.008745599373368133;Nordea Pension Mix Mellem risiko 15 Year;False;
Danica Balance Middel risiko 15 Year;y;Danica Balance;LivsCyklus;Moderat;15;1.06;31-05-2016;0.015579884489548279;Danica Balance Middel risiko 15 Year;False;
PFA Profil Middel 15 Year;y;PFA;LivsCyklus;Moderat;15;0.84;31-05-2016;0.0151234;PFA Profil Middel 15 Year;False;
Nordea Pension Mix Mellem risiko 15 Year;y;Nordea Pension Mix;LivsCyklus;Moderat;15;0.63;31-05-2016;0.0210219176811594;Nordea Pension Mix Mellem risiko 15 Year;False;
Danica Balance Middel risiko 15 Year;y;Danica Balance;LivsCyklus;Moderat;15;1.06;30-06-2016;-0.001125392402507308;Danica Balance Middel risiko 15 Year;False;
PFA Profil Middel 15 Year;y;PFA;LivsCyklus;Moderat;15;0.84;30-06-2016;0.0013827999999999998;PFA Profil Middel 15 Year;False;
Nordea Pension Mix Mellem risiko 15 Year;y;Nordea Pension Mix;LivsCyklus;Moderat;15;0.63;30-06-2016;-0.01407613820455921;Nordea Pension Mix Mellem risiko 15 Year;False;
Danica Balance Middel risiko 15 Year;y;Danica Balance;LivsCyklus;Moderat;15;1.06;31-07-2016;0.022177419344208138;Danica Balance Middel risiko 15 Year;False;
PFA Profil Middel 15 Year;y;PFA;LivsCyklus;Moderat;15;0.84;31-07-2016;0.020852400000000004;PFA Profil Middel 15 Year;False;
Nordea Pension Mix Mellem risiko 15 Year;y;Nordea Pension Mix;LivsCyklus;Moderat;15;0.63;31-07-2016;0.02304971255325722;Nordea Pension Mix Mellem risiko 15 Year;False;
Danica Balance Middel risiko 15 Year;y;Danica Balance;LivsCyklus;Moderat;15;1.06;31-08-2016;0.007889546347384924;Danica Balance Middel risiko 15 Year;False;
PFA Profil Middel 15 Year;y;PFA;LivsCyklus;Moderat;15;0.84;31-08-2016;0.008177499999999999;PFA Profil Middel 15 Year;False;
Nordea Pension Mix Mellem risiko 15 Year;y;Nordea Pension Mix;LivsCyklus;Moderat;15;0.63;31-08-2016;0.009061821051581343;Nordea Pension Mix Mellem risiko 15 Year;False;
Danica Balance Middel risiko 15 Year;y;Danica Balance;LivsCyklus;Moderat;15;1.06;30-09-2016;0.000575572735617369;Danica Balance Middel risiko 15 Year;False;
PFA Profil Middel 15 Year;y;PFA;LivsCyklus;Moderat;15;0.84;30-09-2016;-0.0009637999999999999;PFA Profil Middel 15 Year;False;
Nordea Pension Mix Mellem risiko 15 Year;y;Nordea Pension Mix;LivsCyklus;Moderat;15;0.63;30-09-2016;-0.0023913300987751652;Nordea Pension Mix Mellem risiko 15 Year;False;
Danica Balance Middel risiko 15 Year;y;Danica Balance;LivsCyklus;Moderat;15;1.06;31-10-2016;-0.0005752416422117879;Danica Balance Middel risiko 15 Year;False;
PFA Profil Middel 15 Year;y;PFA;LivsCyklus;Moderat;15;0.84;31-10-2016;-0.0041373;PFA Profil Middel 15 Year;False;
Nordea Pension Mix Mellem risiko 15 Year;y;Nordea Pension Mix;LivsCyklus;Moderat;15;0.63;31-10-2016;0.008063177213683805;Nordea Pension Mix Mellem risiko 15 Year;False;
Danica Balance Middel risiko 15 Year;y;Danica Balance;LivsCyklus;Moderat;15;1.06;30-11-2016;0.0014389317808838342;Danica Balance Middel risiko 15 Year;False;
PFA Profil Middel 15 Year;y;PFA;LivsCyklus;Moderat;15;0.84;30-11-2016;0.0017047000000000002;PFA Profil Middel 15 Year;False;
Nordea Pension Mix Mellem risiko 15 Year;y;Nordea Pension Mix;LivsCyklus;Moderat;15;0.63;30-11-2016;0.018569009722195;Nordea Pension Mix Mellem risiko 15 Year;False;
Danica Balance Middel risiko 15 Year;y;Danica Balance;LivsCyklus;Moderat;15;1.06;31-12-2016;0.025001436834380275;Danica Balance Middel risiko 15 Year;False;
PFA Profil Middel 15 Year;y;PFA;LivsCyklus;Moderat;15;0.84;31-12-2016;0.0210174;PFA Profil Middel 15 Year;False;
Nordea Pension Mix Mellem risiko 15 Year;y;Nordea Pension Mix;LivsCyklus;Moderat;15;0.63;31-12-2016;0.02425367904159476;Nordea Pension Mix Mellem risiko 15 Year;False;
Danica Balance Middel risiko 15 Year;y;Danica Balance;LivsCyklus;Moderat;15;1.06;31-01-2017;0.0006167993816887929;Danica Balance Middel risiko 15 Year;False;
PFA Profil Middel 15 Year;y;PFA;LivsCyklus;Moderat;15;0.84;31-01-2017;0.0012639;PFA Profil Middel 15 Year;False;
Nordea Pension Mix Mellem risiko 15 Year;y;Nordea Pension Mix;LivsCyklus;Moderat;15;0.63;31-01-2017;0.003418317027403595;Nordea Pension Mix Mellem risiko 15 Year;False;
Danica Balance Middel risiko 15 Year;y;Danica Balance;LivsCyklus;Moderat;15;1.06;28-02-2017;0.02135051835867996;Danica Balance Middel risiko 15 Year;False;
PFA Profil Middel 15 Year;y;PFA;LivsCyklus;Moderat;15;0.84;28-02-2017;0.0225616;PFA Profil Middel 15 Year;False;
Nordea Pension Mix Mellem risiko 15 Year;y;Nordea Pension Mix;LivsCyklus;Moderat;15;0.63;28-02-2017;0.022315158844872292;Nordea Pension Mix Mellem risiko 15 Year;False;
Danica Balance Middel risiko 15 Year;y;Danica Balance;LivsCyklus;Moderat;15;1.06;31-03-2017;0.015362668694362203;Danica Balance Middel risiko 15 Year;False;
PFA Profil Middel 15 Year;y;PFA;LivsCyklus;Moderat;15;0.84;31-03-2017;0.0082311;PFA Profil Middel 15 Year;False;
Nordea Pension Mix Mellem risiko 15 Year;y;Nordea Pension Mix;LivsCyklus;Moderat;15;0.63;31-03-2017;0.007169531223021552;Nordea Pension Mix Mellem risiko 15 Year;False;
Danica Balance Middel risiko 15 Year;y;Danica Balance;LivsCyklus;Moderat;15;1.06;30-04-2017;0.009510429035881396;Danica Balance Middel risiko 15 Year;False;
PFA Profil Middel 15 Year;y;PFA;LivsCyklus;Moderat;15;0.84;30-04-2017;0.0082939;PFA Profil Middel 15 Year;False;
Nordea Pension Mix Mellem risiko 15 Year;y;Nordea Pension Mix;LivsCyklus;Moderat;15;0.63;30-04-2017;0.006193575115864478;Nordea Pension Mix Mellem risiko 15 Year;False;
Danica Balance Middel risiko 15 Year;y;Danica Balance;LivsCyklus;Moderat;15;1.06;31-05-2017;0.0035863398192936824;Danica Balance Middel risiko 15 Year;False;
PFA Profil Middel 15 Year;y;PFA;LivsCyklus;Moderat;15;0.84;31-05-2017;0.0018471000000000002;PFA Profil Middel 15 Year;False;
Nordea Pension Mix Mellem risiko 15 Year;y;Nordea Pension Mix;LivsCyklus;Moderat;15;0.63;31-05-2017;0.0023621654484344634;Nordea Pension Mix Mellem risiko 15 Year;False;
Danica Balance Middel risiko 15 Year;y;Danica Balance;LivsCyklus;Moderat;15;1.06;30-06-2017;-0.007147047842232523;Danica Balance Middel risiko 15 Year;False;
PFA Profil Middel 15 Year;y;PFA;LivsCyklus;Moderat;15;0.84;30-06-2017;-0.0036714;PFA Profil Middel 15 Year;False;
Nordea Pension Mix Mellem risiko 15 Year;y;Nordea Pension Mix;LivsCyklus;Moderat;15;0.63;30-06-2017;-0.006387178438464888;Nordea Pension Mix Mellem risiko 15 Year;False;
Danica Balance Middel risiko 15 Year;y;Danica Balance;LivsCyklus;Moderat;15;1.06;31-07-2017;0.002793446115479048;Danica Balance Middel risiko 15 Year;False;
PFA Profil Middel 15 Year;y;PFA;LivsCyklus;Moderat;15;0.84;31-07-2017;0.0040302;PFA Profil Middel 15 Year;False;
Nordea Pension Mix Mellem risiko 15 Year;y;Nordea Pension Mix;LivsCyklus;Moderat;15;0.63;31-07-2017;0.0035017540224159672;Nordea Pension Mix Mellem risiko 15 Year;False;
Danica Balance Middel risiko 15 Year;y;Danica Balance;LivsCyklus;Moderat;15;1.06;31-08-2017;0.0038570740268160097;Danica Balance Middel risiko 15 Year;False;
PFA Profil Middel 15 Year;y;PFA;LivsCyklus;Moderat;15;0.84;31-08-2017;0.0039507;PFA Profil Middel 15 Year;False;
Nordea Pension Mix Mellem risiko 15 Year;y;Nordea Pension Mix;LivsCyklus;Moderat;15;0.63;31-08-2017;-0.0016319834251794518;Nordea Pension Mix Mellem risiko 15 Year;False;
Danica Balance Middel risiko 15 Year;y;Danica Balance;LivsCyklus;Moderat;15;1.06;30-09-2017;0.01819734240317339;Danica Balance Middel risiko 15 Year;False;
PFA Profil Middel 15 Year;y;PFA;LivsCyklus;Moderat;15;0.84;30-09-2017;0.0130034;PFA Profil Middel 15 Year;False;
Nordea Pension Mix Mellem risiko 15 Year;y;Nordea Pension Mix;LivsCyklus;Moderat;15;0.63;30-09-2017;0.014161377161129916;Nordea Pension Mix Mellem risiko 15 Year;False;
Danica Balance Middel risiko 15 Year;y;Danica Balance;LivsCyklus;Moderat;15;1.06;31-10-2017;0.01745283021790689;Danica Balance Middel risiko 15 Year;False;
PFA Profil Middel 15 Year;y;PFA;LivsCyklus;Moderat;15;0.84;31-10-2017;0.0164983;PFA Profil Middel 15 Year;False;
Nordea Pension Mix Mellem risiko 15 Year;y;Nordea Pension Mix;LivsCyklus;Moderat;15;0.63;31-10-2017;0.02034925654667471;Nordea Pension Mix Mellem risiko 15 Year;False;
Danica Balance Middel risiko 15 Year;y;Danica Balance;LivsCyklus;Moderat;15;1.06;30-11-2017;-0.007726781049811393;Danica Balance Middel risiko 15 Year;False;
PFA Profil Middel 15 Year;y;PFA;LivsCyklus;Moderat;15;0.84;30-11-2017;-1.08e-05;PFA Profil Middel 15 Year;False;
Nordea Pension Mix Mellem risiko 15 Year;y;Nordea Pension Mix;LivsCyklus;Moderat;15;0.63;30-11-2017;-0.0027007739196875024;Nordea Pension Mix Mellem risiko 15 Year;False;
Danica Balance Middel risiko 15 Year;y;Danica Balance;LivsCyklus;Moderat;15;1.06;31-12-2017;0.0035819965967476275;Danica Balance Middel risiko 15 Year;False;
PFA Profil Middel 15 Year;y;PFA;LivsCyklus;Moderat;15;0.84;31-12-2017;0.0056176;PFA Profil Middel 15 Year;False;
Nordea Pension Mix Mellem risiko 15 Year;y;Nordea Pension Mix;LivsCyklus;Moderat;15;0.63;31-12-2017;-0.0013556090653488965;Nordea Pension Mix Mellem risiko 15 Year;False;
Danica Balance Middel risiko 15 Year;y;Danica Balance;LivsCyklus;Moderat;15;1.06;31-01-2018;0.015466583879356177;Danica Balance Middel risiko 15 Year;False;
PFA Profil Middel 15 Year;y;PFA;LivsCyklus;Moderat;15;0.84;31-01-2018;0.018642000000000002;PFA Profil Middel 15 Year;False;
Nordea Pension Mix Mellem risiko 15 Year;y;Nordea Pension Mix;LivsCyklus;Moderat;15;0.63;31-01-2018;0.011385740546448066;Nordea Pension Mix Mellem risiko 15 Year;False;
Danica Balance Middel risiko 15 Year;y;Danica Balance;LivsCyklus;Moderat;15;1.06;28-02-2018;-0.026896235557420378;Danica Balance Middel risiko 15 Year;False;
PFA Profil Middel 15 Year;y;PFA;LivsCyklus;Moderat;15;0.84;28-02-2018;-0.028092100000000002;PFA Profil Middel 15 Year;False;
Nordea Pension Mix Mellem risiko 15 Year;y;Nordea Pension Mix;LivsCyklus;Moderat;15;0.63;28-02-2018;-0.011557562907133225;Nordea Pension Mix Mellem risiko 15 Year;False;
Danica Balance Middel risiko 15 Year;y;Danica Balance;LivsCyklus;Moderat;15;1.06;31-03-2018;-0.01402921007152258;Danica Balance Middel risiko 15 Year;False;
PFA Profil Middel 15 Year;y;PFA;LivsCyklus;Moderat;15;0.84;31-03-2018;-0.011752400000000001;PFA Profil Middel 15 Year;False;
Nordea Pension Mix Mellem risiko 15 Year;y;Nordea Pension Mix;LivsCyklus;Moderat;15;0.63;31-03-2018;-0.022780877483975715;Nordea Pension Mix Mellem risiko 15 Year;False;
Danica Balance Middel risiko 15 Year;y;Danica Balance;LivsCyklus;Moderat;15;1.06;30-04-2018;0.008919564639371602;Danica Balance Middel risiko 15 Year;False;
PFA Profil Middel 15 Year;y;PFA;LivsCyklus;Moderat;15;0.84;30-04-2018;0.011602699999999999;PFA Profil Middel 15 Year;False;
Nordea Pension Mix Mellem risiko 15 Year;y;Nordea Pension Mix;LivsCyklus;Moderat;15;0.63;30-04-2018;0.026332819277023488;Nordea Pension Mix Mellem risiko 15 Year;False;
Danica Balance Middel risiko 15 Year;y;Danica Balance;LivsCyklus;Moderat;15;1.06;31-05-2018;0.0063147924233390995;Danica Balance Middel risiko 15 Year;False;
PFA Profil Middel 15 Year;y;PFA;LivsCyklus;Moderat;15;0.84;31-05-2018;0.007662400000000001;PFA Profil Middel 15 Year;False;
Nordea Pension Mix Mellem risiko 15 Year;y;Nordea Pension Mix;LivsCyklus;Moderat;15;0.63;31-05-2018;0.010908621597139461;Nordea Pension Mix Mellem risiko 15 Year;False;
Danica Balance Middel risiko 15 Year;y;Danica Balance;LivsCyklus;Moderat;15;1.06;30-06-2018;-0.0038173926853367623;Danica Balance Middel risiko 15 Year;False;
PFA Profil Middel 15 Year;y;PFA;LivsCyklus;Moderat;15;0.84;30-06-2018;-0.0040336;PFA Profil Middel 15 Year;False;
Nordea Pension Mix Mellem risiko 15 Year;y;Nordea Pension Mix;LivsCyklus;Moderat;15;0.63;30-06-2018;-0.0007861878610971769;Nordea Pension Mix Mellem risiko 15 Year;False;
Danica Balance Middel risiko 15 Year;y;Danica Balance;LivsCyklus;Moderat;15;1.06;31-07-2018;0.017742782152230907;Danica Balance Middel risiko 15 Year;False;
PFA Profil Middel 15 Year;y;PFA;LivsCyklus;Moderat;15;0.84;31-07-2018;0.0182897;PFA Profil Middel 15 Year;False;
Nordea Pension Mix Mellem risiko 15 Year;y;Nordea Pension Mix;LivsCyklus;Moderat;15;0.63;31-07-2018;0.017767871599093526;Nordea Pension Mix Mellem risiko 15 Year;False;
Danica Balance Middel risiko 15 Year;y;Danica Balance;LivsCyklus;Moderat;15;1.06;31-08-2018;0.005776769135547699;Danica Balance Middel risiko 15 Year;False;
PFA Profil Middel 15 Year;y;PFA;LivsCyklus;Moderat;15;0.84;31-08-2018;0.011120099999999999;PFA Profil Middel 15 Year;False;
Nordea Pension Mix Mellem risiko 15 Year;y;Nordea Pension Mix;LivsCyklus;Moderat;15;0.63;31-08-2018;0.006623086494549551;Nordea Pension Mix Mellem risiko 15 Year;False;
Danica Balance Middel risiko 15 Year;y;Danica Balance;LivsCyklus;Moderat;15;1.06;30-09-2018;0.002256410256410213;Danica Balance Middel risiko 15 Year;False;
PFA Profil Middel 15 Year;y;PFA;LivsCyklus;Moderat;15;0.84;30-09-2018;0.0068798999999999996;PFA Profil Middel 15 Year;False;
Nordea Pension Mix Mellem risiko 15 Year;y;Nordea Pension Mix;LivsCyklus;Moderat;15;0.63;30-09-2018;0.002565269882219202;Nordea Pension Mix Mellem risiko 15 Year;False;
Danica Balance Middel risiko 15 Year;y;Danica Balance;LivsCyklus;Moderat;15;1.06;31-10-2018;-0.03827261563651252;Danica Balance Middel risiko 15 Year;False;
PFA Profil Middel 15 Year;y;PFA;LivsCyklus;Moderat;15;0.84;31-10-2018;-0.050675200000000004;PFA Profil Middel 15 Year;False;
Nordea Pension Mix Mellem risiko 15 Year;y;Nordea Pension Mix;LivsCyklus;Moderat;15;0.63;31-10-2018;-0.0283039835933959;Nordea Pension Mix Mellem risiko 15 Year;False;
Danica Balance Middel risiko 15 Year;y;Danica Balance;LivsCyklus;Moderat;15;1.06;30-11-2018;0.010321344967014312;Danica Balance Middel risiko 15 Year;False;
PFA Profil Middel 15 Year;y;PFA;LivsCyklus;Moderat;15;0.84;30-11-2018;0.0122083;PFA Profil Middel 15 Year;False;
Nordea Pension Mix Mellem risiko 15 Year;y;Nordea Pension Mix;LivsCyklus;Moderat;15;0.63;30-11-2018;0.004633168141295149;Nordea Pension Mix Mellem risiko 15 Year;False;
Danica Balance Middel risiko 15 Year;y;Danica Balance;LivsCyklus;Moderat;15;1.06;31-12-2018;-0.04065297525013167;Danica Balance Middel risiko 15 Year;False;
PFA Profil Middel 15 Year;y;PFA;LivsCyklus;Moderat;15;0.84;31-12-2018;-0.0377631;PFA Profil Middel 15 Year;False;
Nordea Pension Mix Mellem risiko 15 Year;y;Nordea Pension Mix;LivsCyklus;Moderat;15;0.63;31-12-2018;-0.04311624441471569;Nordea Pension Mix Mellem risiko 15 Year;False;
Danica Balance Middel risiko 15 Year;y;Danica Balance;LivsCyklus;Moderat;15;1.06;31-01-2019;0.04515566865599774;Danica Balance Middel risiko 15 Year;False;
PFA Profil Middel 15 Year;y;PFA;LivsCyklus;Moderat;15;0.84;31-01-2019;0.04284596124573081;PFA Profil Middel 15 Year;False;
Nordea Pension Mix Mellem risiko 15 Year;y;Nordea Pension Mix;LivsCyklus;Moderat;15;0.63;31-01-2019;0.036235918190383104;Nordea Pension Mix Mellem risiko 15 Year;False;
Danica Balance Middel risiko 15 Year; benchmark;x;Danica Benchmark;Benchmark;Moderat;15;0.27463000000000004;31-01-2019;0.060739076182743615;Danica Balance Middel risiko 15 Year;True
PFA Profil Middel 15 Year; benchmark;x;PFA Benchmark;Benchmark;Moderat;15;0.27680000000000005;31-01-2019;0.0671897310538764;PFA Profil Middel 15 Year;True
Nordea Pension Mix Mellem risiko 15 Year; benchmark;x;Nordea Benchmark;Benchmark;Moderat;15;0.28251000000000004;31-01-2019;0.06328867782259817;Nordea Pension Mix Mellem risiko 15 Year;True
Danica Balance Middel risiko 15 Year;y;Danica Balance;LivsCyklus;Moderat;15;1.06;28-02-2019;0.022136504376783384;Danica Balance Middel risiko 15 Year;False;
PFA Profil Middel 15 Year;y;PFA;LivsCyklus;Moderat;15;0.84;28-02-2019;0.0183169470997544;PFA Profil Middel 15 Year;False;
Nordea Pension Mix Mellem risiko 15 Year;y;Nordea Pension Mix;LivsCyklus;Moderat;15;0.63;28-02-2019;0.02144173714624036;Nordea Pension Mix Mellem risiko 15 Year;False;
Danica Balance Middel risiko 15 Year; benchmark;x;Danica Benchmark;Benchmark;Moderat;15;0.27463000000000004;28-02-2019;0.02115293029214263;Danica Balance Middel risiko 15 Year;True
PFA Profil Middel 15 Year; benchmark;x;PFA Benchmark;Benchmark;Moderat;15;0.27680000000000005;28-02-2019;0.021190270047392143;PFA Profil Middel 15 Year;True
Nordea Pension Mix Mellem risiko 15 Year; benchmark;x;Nordea Benchmark;Benchmark;Moderat;15;0.28251000000000004;28-02-2019;0.021281477082989168;Nordea Pension Mix Mellem risiko 15 Year;True
Danica Balance Middel risiko 15 Year;y;Danica Balance;LivsCyklus;Moderat;15;1.06;31-03-2019;0.01768214074346064;Danica Balance Middel risiko 15 Year;False;
PFA Profil Middel 15 Year;y;PFA;LivsCyklus;Moderat;15;0.84;31-03-2019;0.02101280378964354;PFA Profil Middel 15 Year;False;
Nordea Pension Mix Mellem risiko 15 Year;y;Nordea Pension Mix;LivsCyklus;Moderat;15;0.63;31-03-2019;0.011380760210560939;Nordea Pension Mix Mellem risiko 15 Year;False;
Danica Balance Middel risiko 15 Year; benchmark;x;Danica Benchmark;Benchmark;Moderat;15;0.27463000000000004;31-03-2019;0.023102116059859835;Danica Balance Middel risiko 15 Year;True
PFA Profil Middel 15 Year; benchmark;x;PFA Benchmark;Benchmark;Moderat;15;0.27680000000000005;31-03-2019;0.025484282868334804;PFA Profil Middel 15 Year;True
Nordea Pension Mix Mellem risiko 15 Year; benchmark;x;Nordea Benchmark;Benchmark;Moderat;15;0.28251000000000004;31-03-2019;0.0243845801152833;Nordea Pension Mix Mellem risiko 15 Year;True
Danica Balance Middel risiko 15 Year;y;Danica Balance;LivsCyklus;Moderat;15;1.06;30-04-2019;0.01673390393957952;Danica Balance Middel risiko 15 Year;False;
PFA Profil Middel 15 Year;y;PFA;LivsCyklus;Moderat;15;0.84;30-04-2019;0.01415014506788137;PFA Profil Middel 15 Year;False;
Nordea Pension Mix Mellem risiko 15 Year;y;Nordea Pension Mix;LivsCyklus;Moderat;15;0.63;30-04-2019;0.026686229015544082;Nordea Pension Mix Mellem risiko 15 Year;False;
Danica Balance Middel risiko 15 Year; benchmark;x;Danica Benchmark;Benchmark;Moderat;15;0.27463000000000004;30-04-2019;0.020814141946647227;Danica Balance Middel risiko 15 Year;True
PFA Profil Middel 15 Year; benchmark;x;PFA Benchmark;Benchmark;Moderat;15;0.27680000000000005;30-04-2019;0.022301920954762605;PFA Profil Middel 15 Year;True
Nordea Pension Mix Mellem risiko 15 Year; benchmark;x;Nordea Benchmark;Benchmark;Moderat;15;0.28251000000000004;30-04-2019;0.022565725614451963;Nordea Pension Mix Mellem risiko 15 Year;True
Danica Balance Middel risiko 15 Year;y;Danica Balance;LivsCyklus;Moderat;15;1.06;31-05-2019;-0.0249;Danica Balance Middel risiko 15 Year;False;
PFA Profil Middel 15 Year;y;PFA;LivsCyklus;Moderat;15;0.84;31-05-2019;-0.01387499244833934;PFA Profil Middel 15 Year;False;
Nordea Pension Mix Mellem risiko 15 Year;y;Nordea Pension Mix;LivsCyklus;Moderat;15;0.63;31-05-2019;-0.025494809104419237;Nordea Pension Mix Mellem risiko 15 Year;False;
Danica Balance Middel risiko 15 Year; benchmark;x;Danica Benchmark;Benchmark;Moderat;15;0.27463000000000004;31-05-2019;-0.026272342154120963;Danica Balance Middel risiko 15 Year;True
PFA Profil Middel 15 Year; benchmark;x;PFA Benchmark;Benchmark;Moderat;15;0.27680000000000005;31-05-2019;-0.02567287628625188;PFA Profil Middel 15 Year;True
Nordea Pension Mix Mellem risiko 15 Year; benchmark;x;Nordea Benchmark;Benchmark;Moderat;15;0.28251000000000004;31-05-2019;-0.02449935263005527;Nordea Pension Mix Mellem risiko 15 Year;True
Danica Balance Middel risiko 15 Year;y;Danica Balance;LivsCyklus;Moderat;15;1.06;30-06-2019;0.028581843018971265;Danica Balance Middel risiko 15 Year;False;
PFA Profil Middel 15 Year;y;PFA;LivsCyklus;Moderat;15;0.84;30-06-2019;0.012934279421350281;PFA Profil Middel 15 Year;False;
Nordea Pension Mix Mellem risiko 15 Year;y;Nordea Pension Mix;LivsCyklus;Moderat;15;0.63;30-06-2019;0.025005059234442042;Nordea Pension Mix Mellem risiko 15 Year;False;
Danica Balance Middel risiko 15 Year; benchmark;x;Danica Benchmark;Benchmark;Moderat;15;0.27463000000000004;30-06-2019;0.025194061455632126;Danica Balance Middel risiko 15 Year;True
PFA Profil Middel 15 Year; benchmark;x;PFA Benchmark;Benchmark;Moderat;15;0.27680000000000005;30-06-2019;0.02326090072599848;PFA Profil Middel 15 Year;True
Nordea Pension Mix Mellem risiko 15 Year; benchmark;x;Nordea Benchmark;Benchmark;Moderat;15;0.28251000000000004;30-06-2019;0.02383462286592186;Nordea Pension Mix Mellem risiko 15 Year;True
